"","District","Code","State","Trump2016","Clinton2016","Obama2012","Romney2012","Obama2008","McCain2008","raw16PVI","raw12PVI","raw08PVI","raw16PVIuse","raw12PVIuse","raw08PVIuse","Trump2016vote","Clinton2016vote","PVI2016","dem5.cd.turnout","dem4.cd.turnout","dem3.cd.turnout","dem2.cd.turnout","dem1.cd.turnout","rep5.cd.turnout","rep4.cd.turnout","rep3.cd.turnout","rep2.cd.turnout","rep1.cd.turnout","demavg.cd.turnout","repavg.cd.turnout","ClintonPredictedGainAvg5","ClintonPredictedLossAvg5","TrumpPredictedGainAvg5","TrumpPredictedLossAvg5","ClintonGainVLossAvg5","TrumpGainVLossAvg5","RelativeClintonGainVLossAvg5","ClintonPredictedGainAvg3","ClintonPredictedLossAvg3","TrumpPredictedGainAvg3","TrumpPredictedLossAvg3","ClintonGainVLossAvg3","TrumpGainVLossAvg3","RelativeClintonGainVLossAvg3","ClintonPredictedGainAvg1","ClintonPredictedLossAvg1","TrumpPredictedGainAvg1","TrumpPredictedLossAvg1","ClintonGainVLossAvg1","TrumpGainVLossAvg1","RelativeClintonGainVLossAvg1","ClintonPredictedGainAvgAvg","ClintonPredictedLossAvgAvg","TrumpPredictedGainAvgAvg","TrumpPredictedLossAvgAvg","ClintonGainVLossAvgAvg","TrumpGainVLossAvgAvg","RelativeClintonGainVLossAvgAvg","ClintonPredictedGainExt5","ClintonPredictedLossExt5","TrumpPredictedGainExt5","TrumpPredictedLossExt5","ClintonGainVLossExt5","TrumpGainVLossExt5","RelativeClintonGainVLossExt5","ClintonPredictedGainExt3","ClintonPredictedLossExt3","TrumpPredictedGainExt3","TrumpPredictedLossExt3","ClintonGainVLossExt3","TrumpGainVLossExt3","RelativeClintonGainVLossExt3","ClintonPredictedGainExt1","ClintonPredictedLossExt1","TrumpPredictedGainExt1","TrumpPredictedLossExt1","ClintonGainVLossExt1","TrumpGainVLossExt1","RelativeClintonGainVLossExt1","ClintonPredictedGainExtAvg","ClintonPredictedLossExtAvg","TrumpPredictedGainExtAvg","TrumpPredictedLossExtAvg","ClintonGainVLossExtAvg","TrumpGainVLossExtAvg","RelativeClintonGainVLossExtAvg","ActualClintonLostVotes"
"291","New York 19th","NY-19","New York",50.794505453225,43.987365547639,52.1150597798833,45.8513684710602,53.9008114423802,46.0991885576198,-4.7,1.2,0.2,4.7,-1.2,-0.2,162260,140515,4.7,0.639463842447299,0.637746351772315,0.636025336345854,0.634300833107841,0.632572879341622,0.622134826120286,0.623882681210376,0.625627316533685,0.627368692803367,0.629106771059367,0.636021848602986,0.625624057545416,12085,-4884,6631,-18033,7201,-11402,18603,7076,-2792,4137,-11098,4284,-6961,11245,1772,-684,1664,-4390,1088,-2726,3814,7016,-2794,4135,-11136,4222,-7001,11223,25671,-17565,22267,-41362,8106,-19095,27201,15491,-9950,14143,-25481,5541,-11338,16879,3972,-2410,5778,-10002,1562,-4224,5786,15185,-9989,14060,-25538,5196,-11478,16674,21745
"273","New York 1st","NY-01","New York",54.462796898082,42.1772872781531,49.6183283559879,49.0795574841125,51.879509546007,48.120490453993,-7.5,-1.7,-1.8,7.5,1.7,1.8,183233,141900,7.5,0.632000670742909,0.631883286882492,0.631765887395207,0.631648472292887,0.631531041587372,0.630826130351148,0.630943654426787,0.631061162970422,0.63117865597017,0.631296133414156,0.631765871780174,0.631061147426537,14024,-3314,4860,-22608,10710,-17748,28458,8151,-1882,3054,-14002,6269,-10948,17217,2026,-458,1237,-5576,1568,-4339,5907,8089,-1884,3051,-14045,6205,-10994,17199,27906,-16272,22274,-48589,11634,-26315,37949,16706,-9159,14256,-30105,7547,-15849,23396,4251,-2204,5867,-11891,2047,-6024,8071,16394,-9200,14162,-30169,7194,-16007,23201,41333
"292","New York 20th","NY-20","New York",40.4687346195492,53.9515454276996,59.1876380812108,38.7992330937809,59.4096946644903,40.5903053355097,6,8.4,5.7,-6,-8.4,-5.7,131559,175390,-6,0.667343992436491,0.659764509095477,0.652102358786067,0.644360668557267,0.636542723300172,0.588236374800177,0.596434622927649,0.60457936724012,0.612666483426905,0.620691971247242,0.652022850435095,0.604521763928419,7127,-13168,13267,-7882,-6041,5385,-11426,4291,-7724,8052,-4731,-3433,3321,-6754,1104,-1943,3151,-1824,-839,1327,-2166,4239,-7706,8062,-4752,-3467,3310,-6777,23376,-28336,26675,-27887,-4960,-1212,-3748,14535,-16437,16446,-16799,-1902,-353,-1549,3833,-4083,6532,-6436,-250,96,-346,14185,-16467,16390,-16836,-2282,-446,-1836,-43831
"293","New York 21st","NY-21","New York",53.85130154095,39.9945605107394,52.2433703216099,46.0677073537709,52.5031648004252,47.4968351995748,-8.5,1.2,-1.2,8.5,-1.2,1.2,150481,111760,8.5,0.629319638567713,0.629779747597536,0.630239621075152,0.630699258287116,0.631158658521636,0.633910043751067,0.633452080235901,0.632993875507427,0.632535430267451,0.63207674521945,0.630239384809831,0.632993634996259,11568,-2145,3240,-19208,9423,-15968,25391,6706,-1215,2041,-11924,5491,-9883,15374,1663,-295,829,-4759,1368,-3930,5298,6657,-1217,2039,-11959,5440,-9920,15360,22548,-12394,17471,-40442,10154,-22971,33125,13460,-6960,11212,-25108,6500,-13896,20396,3416,-1671,4627,-9939,1745,-5312,7057,13214,-6992,11135,-25160,6222,-14025,20247,38721
"294","New York 22nd","NY-22","New York",54.8062796167668,39.3220993674859,48.7603574095384,49.2394045098244,49.9739061631959,50.0260938368041,-9.3,-2.2,-3.7,9.3,2.2,3.7,158913,114016,9.3,0.627169050883068,0.628093357869018,0.629016728822496,0.629939157954217,0.630860639501416,0.636369310166188,0.635453633644164,0.634536975524551,0.633619341408531,0.632700736924503,0.629015787006043,0.634535999533588,12233,-1805,2794,-20820,10428,-18026,28454,7076,-1021,1764,-12948,6055,-11184,17239,1751,-247,718,-5178,1504,-4460,5964,7026,-1022,1761,-12985,6004,-11224,17228,23473,-12297,17765,-43157,11176,-25392,36568,13980,-6893,11426,-26837,7087,-15411,22498,3541,-1651,4724,-10642,1890,-5918,7808,13729,-6926,11344,-26892,6803,-15548,22351,44897
"295","New York 23rd","NY-23","New York",54.5337622796219,39.6568429691083,48.3760757843339,49.5906331372273,50.4188385150423,49.5811614849577,-9,-2.6,-3.3,9,2.6,3.3,158155,115010,9,0.6279761161307,0.628726122100912,0.629475508186123,0.630224271294459,0.630972408345605,0.635447912420834,0.63470359574688,0.633958634778913,0.633213032527027,0.632466792013118,0.62947488521156,0.633957993497354,12176,-1966,3014,-20522,10210,-17508,27718,7049,-1113,1901,-12753,5936,-10852,16788,1746,-270,773,-5096,1476,-4323,5799,6999,-1114,1899,-12790,5885,-10891,16776,23499,-12536,17935,-42785,10963,-24850,35813,14008,-7032,11526,-26589,6976,-15063,22039,3551,-1686,4762,-10537,1865,-5775,7640,13754,-7065,11445,-26644,6689,-15199,21888,43145
"296","New York 24th","NY-24","New York",45.2931873715867,48.9415828942166,57.0492414036278,41.0929376191284,57.2155213657996,42.7844786342004,0.8,6.2,3.5,-0.8,-6.2,-3.5,139763,151021,-0.8,0.653926502297669,0.649143243815251,0.64432983166857,0.639487058062535,0.634615738005548,0.604836741630697,0.609861006094431,0.614862066819718,0.61983898211171,0.624790830009829,0.644300474769914,0.614837925333277,9361,-8473,9872,-11980,888,-2108,2996,5561,-4909,6073,-7280,652,-1207,1859,1412,-1219,2408,-2842,193,-434,627,5504,-4905,6076,-7308,599,-1232,1831,23640,-21801,23725,-32649,1839,-8924,10763,14488,-12502,14842,-19886,1986,-5044,7030,3769,-3068,5977,-7709,701,-1732,2433,14170,-12539,14775,-19931,1631,-5156,6787,-11258
"297","New York 25th","NY-25","New York",39.1433419438264,55.5167358237996,58.7730940917941,39.4100559078928,59.560346436815,40.439653563185,7.5,7.9,5.9,-7.5,-7.9,-5.9,128955,182896,-7.5,0.671165674655324,0.662799292054819,0.654329677689485,0.645761026470652,0.637097774044992,0.583408445630538,0.592533658250431,0.601595486267924,0.61058822931284,0.61950637079254,0.654230688983054,0.601526438050855,6348,-14695,14180,-6723,-8347,7457,-15804,3837,-8649,8571,-4021,-4812,4550,-9362,991,-2183,3341,-1545,-1192,1796,-2988,3788,-8626,8584,-4039,-4838,4545,-9383,23196,-30422,27431,-26494,-7226,937,-8163,14483,-17705,16840,-15909,-3222,931,-4153,3834,-4413,6662,-6074,-579,588,-1167,14125,-17731,16788,-15943,-3606,845,-4451,-53941
"298","New York 26th","NY-26","New York",37.9575614242544,57.5929575614242,63.9449978173737,34.3079090440097,64.4320355497322,35.5679644502678,9.2,13.1,10.7,-9.2,-13.1,-10.7,115558,175336,-9.2,0.675469669847524,0.666222553912978,0.656845809020065,0.647345081991036,0.637726390091052,0.577917435215553,0.58809844622648,0.598204617484832,0.608228011934958,0.618160965850573,0.656721900972531,0.598121895342479,4930,-15115,13925,-4984,-10185,8941,-19126,2992,-8932,8379,-2969,-5940,5410,-11350,776,-2264,3252,-1136,-1488,2116,-3604,2952,-8903,8394,-2982,-5951,5412,-11363,20978,-30096,25913,-22869,-9118,3044,-12162,13160,-17579,15831,-13682,-4419,2149,-6568,3499,-4400,6234,-5203,-901,1031,-1932,12824,-17598,15787,-13710,-4774,2077,-6851,-59778
"299","New York 27th","NY-27","New York",59.6564790836366,35.2120474561803,42.8898380799687,55.2899384385671,45.1982280503854,54.8017719496146,-14,-8.3,-8.5,14,8.3,8.5,206866,122102,14,0.614434964276981,0.618123887987206,0.621799242049948,0.6254606565203,0.62910776763299,0.650670501491541,0.647116488699035,0.643546126243426,0.639959738419794,0.636357656357558,0.621785303693485,0.643530102242271,15903,557,-989,-31054,16460,-32043,48503,9083,312,-632,-19515,9395,-20147,29542,2221,75,-260,-7890,2296,-8150,10446,9032,312,-630,-19558,9344,-20188,29532,28189,-10911,18071,-59492,17278,-41421,58699,16563,-6050,11769,-37342,10513,-25573,36086,4143,-1433,4926,-14963,2710,-10037,12747,16293,-6083,11670,-37409,10210,-25739,35949,84764
"274","New York 2nd","NY-02","New York",52.957361643993,43.9470643437626,51.6450710217375,47.2344982634241,51.6986104535477,48.3013895464523,-5.8,0.3,-2,5.8,-0.3,2,165908,137680,5.8,0.636539682311917,0.635447779458619,0.634354480606139,0.633259795259388,0.632163732978284,0.625558985886899,0.626663105970343,0.627765907618529,0.628867380947368,0.629967516126077,0.63435309412287,0.627764579309843,12528,-4174,5835,-19246,8354,-13411,21765,7314,-2381,3651,-11874,4933,-8223,13156,1826,-582,1472,-4709,1244,-3237,4481,7255,-2383,3648,-11913,4872,-8265,13137,25901,-16657,21734,-42969,9244,-21235,30479,15581,-9412,13847,-26531,6169,-12684,18853,3983,-2274,5674,-10439,1709,-4765,6474,15280,-9451,13761,-26589,5829,-12828,18657,28228
"275","New York 3rd","NY-03","New York",45.4542031713851,51.6365216132069,50.7643172741255,48.2060342040552,53.970123349656,46.029876650344,2.1,-0.7,0.3,-2.1,0.7,-0.3,156942,178288,-2.1,0.657304935450784,0.651812943183446,0.646280300430501,0.640708204051711,0.635097891472292,0.600707653782333,0.606519122229136,0.612300598080777,0.618050621043207,0.623767765116776,0.646240854917747,0.612269152050446,10078,-10867,12240,-12466,-789,-226,-563,6007,-6316,7505,-7552,-309,-47,-262,1530,-1574,2966,-2939,-44,27,-71,5942,-6308,7510,-7582,-366,-72,-294,26848,-26521,27903,-35835,327,-7932,8259,16515,-15253,17393,-21767,1262,-4374,5636,4310,-3754,6980,-8413,556,-1433,1989,16143,-15293,17319,-21817,850,-4498,5348,-21346
"276","New York 4th","NY-04","New York",43.7839025447506,53.3964152002161,56.312009321074,42.7594533280973,55.7428013914654,44.2571986085346,3.8,4.9,2.1,-3.8,-4.9,-2.1,147469,179845,-3.8,0.661698905024798,0.655289731890456,0.648823577340157,0.642302338731023,0.635727990991264,0.59528648390087,0.602133922885743,0.608941615442397,0.615707166530894,0.622428244675063,0.64876850879554,0.608899486686993,8905,-12084,12949,-10477,-3179,2472,-5651,5331,-7051,7904,-6322,-1720,1582,-3302,1364,-1764,3111,-2450,-400,661,-1061,5270,-7039,7912,-6348,-1769,1564,-3333,25708,-27770,27801,-32636,-2062,-4835,2773,15888,-16031,17247,-19752,-143,-2505,2362,4165,-3962,6890,-7605,203,-715,918,15520,-16067,17180,-19797,-547,-2617,2070,-32376
"277","New York 5th","NY-05","New York",12.6829742347982,85.7086746490337,90.5941689781348,9.1006701295521,86.3893649931023,13.6106350068977,36,38.9,32.7,-36,-38.9,-32.7,31322,211667,-36,0.739139702090491,0.71772879166755,0.695285000301126,0.671872516514144,0.647572973657981,0.489680679053215,0.516742578815697,0.543706632587885,0.570416921012157,0.596723370421784,0.694319796846259,0.543454036378148,-12794,-34908,10099,4050,-47702,14149,-61851,-8289,-21888,5638,2254,-30177,7892,-38069,-2296,-5910,2038,806,-8206,2844,-11050,-8091,-21628,5655,2261,-29719,7916,-37635,4911,-51436,13933,-1672,-46525,12261,-58786,3306,-31751,7861,-941,-28445,6920,-35365,941,-8449,2876,-336,-7508,2540,-10048,3181,-31556,7860,-939,-28375,6921,-35296,-180345
"278","New York 6th","NY-06","New York",32.0751622162723,65.1132498733628,67.8144149401809,31.047023095462,63.9685590753381,36.0314409246619,15.9,16.6,10.3,-15.9,-16.6,-10.3,66487,134970,-15.9,0.69214091927094,0.679542009059556,0.666675803043238,0.65355638395367,0.64019927574685,0.556100726048762,0.570485274156332,0.5847517578381,0.598877562442876,0.612840992461683,0.666422878214851,0.584611262589551,453,-14606,10935,-372,-14153,10563,-24716,279,-8764,6461,-218,-8485,6243,-14728,74,-2257,2465,-82,-2183,2383,-4566,275,-8718,6478,-219,-8443,6259,-14702,12509,-25860,18102,-11066,-13351,7036,-20387,7990,-15323,10848,-6523,-7333,4325,-11658,2162,-3895,4195,-2442,-1733,1753,-3486,7763,-15314,10830,-6534,-7551,4296,-11847,-68483
"279","New York 7th","NY-07","New York",10.3671389376593,86.8887334758134,88.3499177699885,10.338831946221,84.9816301319315,15.0183698680685,38.2,37.6,31.3,-38.2,-37.6,-31.3,21198,177664,-38.2,0.743992520808568,0.721737218225455,0.698331680887051,0.673847092312267,0.648375866575865,0.482390519592504,0.510813831554059,0.539167391773458,0.567269741336817,0.594945815773416,0.697256875761841,0.538917460006051,-11828,-30268,7258,3103,-42096,10361,-52457,-7703,-19067,4026,1717,-26770,5743,-32513,-2145,-5174,1447,611,-7319,2058,-9377,-7511,-18825,4038,1722,-26336,5760,-32096,2936,-44050,9893,-828,-41114,9065,-50179,1988,-27309,5543,-464,-25321,5079,-30400,569,-7303,2015,-165,-6734,1850,-8584,1911,-27124,5543,-463,-25213,5080,-30293,-156466
"280","New York 8th","NY-08","New York",13.476640646452,84.6071470599773,89.2573152850677,10.1442869589239,86.3344537884785,13.6655462115215,35.1,37.8,32.6,-35.1,-37.8,-32.6,34356,215689,-35.1,0.737137387771069,0.716078920773128,0.694033661278106,0.6710629749749,0.647244276722787,0.492664459002327,0.519166712422889,0.545561547607812,0.571702779642016,0.5974498232681,0.693111444303998,0.545309064388629,-12487,-35083,10802,4207,-47570,15009,-62579,-8073,-21956,6047,2347,-30029,8394,-38423,-2231,-5916,2191,842,-8147,3033,-11180,-7883,-21701,6065,2355,-29584,8420,-38004,5603,-51969,14982,-2031,-46366,12951,-59317,3764,-32024,8476,-1145,-28260,7331,-35591,1069,-8504,3109,-409,-7435,2700,-10135,3623,-31836,8475,-1144,-28213,7331,-35544,-181333
"281","New York 9th","NY-09","New York",14.4214288247324,83.4598820279839,85.2780456444873,13.8411251236709,84.5007023239434,15.4992976760566,34.2,34.1,30.8,-34.2,-34.1,-30.8,36600,211812,-34.2,0.735125211769817,0.714423243444167,0.69277945413621,0.670252416406232,0.64691544037513,0.495648761618672,0.521589943986071,0.547415198876225,0.572987670640506,0.598175848700304,0.691899153226311,0.547163484764356,-11716,-33966,11217,4234,-45682,15451,-61133,-7559,-21217,6296,2368,-28776,8664,-37440,-2085,-5705,2287,851,-7790,3138,-10928,-7384,-20977,6315,2376,-28361,8691,-37052,6097,-50595,15644,-2371,-44498,13273,-57771,4086,-31121,8875,-1340,-27035,7535,-34570,1158,-8248,3263,-480,-7090,2783,-9873,3936,-30947,8874,-1338,-27011,7536,-34547,-175212
"244","North Carolina 10th","NC-10","North Carolina",61.0485172241919,36.3922829763088,40.8734083598421,59.1265916401579,42.0276043179398,57.9723956820602,-13.8,-11.1,-11.7,13.8,11.1,11.7,216790,129233,13.8,0.614980183162388,0.618550220789565,0.622107496662735,0.625651675536988,0.629182427607858,0.650067219013472,0.646623636388197,0.64316476791747,0.639690908728777,0.636202359947525,0.622094400751907,0.643149778399088,16702,475,-837,-32373,17177,-33210,50387,9545,266,-534,-20335,9811,-20869,30680,2335,64,-220,-8218,2399,-8438,10837,9491,266,-533,-20380,9757,-20913,30670,29695,-11653,19156,-62203,18042,-43047,61089,17457,-6464,12469,-39028,10993,-26559,37552,4369,-1532,5216,-15632,2837,-10416,13253,17172,-6500,12365,-39098,10672,-26733,37405,87557
"245","North Carolina 11th","NC-11","North Carolina",63.1775418549395,34.0074988669294,39.5660415719856,60.4339584280144,42.14192684996,57.85807315004,-16.1,-12.4,-11.5,16.1,12.4,11.5,230001,123806,16.1,0.608693052496425,0.613636517089898,0.618556665884191,0.623452606571143,0.628323466023225,0.6569755671794,0.65227239299534,0.647539329466409,0.64277712447074,0.637986547809446,0.618532461612976,0.647510192384267,17445,1738,-3297,-36403,19183,-39700,58883,9907,967,-2117,-22982,10874,-25099,35973,2409,230,-876,-9337,2639,-10213,12852,9857,969,-2110,-23025,10826,-25135,35961,30020,-10000,17691,-67718,20020,-50027,70047,17531,-5518,11586,-42680,12013,-31094,43107,4360,-1300,4876,-17181,3060,-12305,15365,17258,-5549,11482,-42750,11709,-31268,42977,106195
"246","North Carolina 12th","NC-12","North Carolina",28.3904120161315,68.4034901114445,68.4051141022643,31.5948858977357,68.7547609591583,31.2452390408417,19.6,16.4,15.1,-19.6,-16.4,-15.1,101161,243736,-19.6,0.7011405716507,0.686775772742443,0.672043479949054,0.65696436995915,0.641561725141001,0.543953680662736,0.560678520975532,0.577266673840461,0.593682387097582,0.609891426675452,0.67169718388847,0.577094537850352,-2322,-29166,19268,1681,-31488,20949,-52437,-1446,-17647,11270,976,-19093,12246,-31339,-385,-4585,4257,364,-4970,4621,-9591,-1421,-17534,11302,981,-18955,12283,-31238,19171,-49229,30417,-14954,-30058,15463,-45521,12368,-29397,18031,-8743,-17029,9288,-26317,3378,-7537,6903,-3245,-4159,3658,-7817,11996,-29352,18010,-8754,-17356,9256,-26612,-142575
"247","North Carolina 13th","NC-13","North Carolina",53.3652511605025,43.9751436714479,46.5669977846066,53.4330022153934,48.4358373494864,51.5641626505136,-5.9,-5.4,-5.3,5.9,5.4,5.3,194170,160004,5.9,0.63627334463331,0.635238509812995,0.63420242343298,0.633165093585369,0.632126528406568,0.625869656545696,0.626915460393135,0.627960078646178,0.629003502907114,0.630045724821238,0.634201179974244,0.627958884662672,14633,-4786,6729,-22609,9847,-15880,25727,8541,-2729,4211,-13952,5812,-9741,15553,2132,-667,1699,-5535,1465,-3836,5301,8472,-2731,4208,-13998,5741,-9790,15531,30180,-19299,25328,-50360,10881,-25032,35913,18150,-10902,16140,-31101,7248,-14961,22209,4639,-2633,6615,-12240,2006,-5625,7631,17800,-10948,16040,-31169,6852,-15129,21981,34166
"235","North Carolina 1st","NC-01","North Carolina",30.4761152961342,67.5450516486986,68.5564232261252,31.4435767738748,67.6892345218284,32.3107654781716,17.8,16.6,14,-17.8,-16.6,-14,108100,239585,-17.8,0.696781193996363,0.683267708145604,0.66943768640475,0.655308425228119,0.640899195789196,0.5498704979762,0.565455783232838,0.580912722104741,0.596212465845988,0.611327369181739,0.669138841912806,0.580755767668301,-798,-27350,19205,614,-28148,19819,-47967,-495,-16482,11289,358,-16977,11647,-28624,-131,-4264,4285,134,-4395,4419,-8814,-486,-16385,11320,360,-16871,11680,-28551,20461,-47194,30990,-16971,-26733,14019,-40752,13137,-28076,18468,-9962,-14939,8506,-23445,3571,-7168,7106,-3713,-3597,3393,-6990,12752,-28047,18442,-9977,-15295,8465,-23760,-131485
"236","North Carolina 2nd","NC-02","North Carolina",53.2395692492075,43.5914867045852,43.4540045313565,56.5459954686435,45.1871641914827,54.8128358085173,-6.1,-8.5,-8.5,6.1,8.5,8.5,211450,173131,6.1,0.635740418718849,0.634819817188761,0.633898228846003,0.632975659389172,0.632052114544513,0.626490686455494,0.627419961842704,0.628348296773488,0.629275685358221,0.630202121734207,0.63389724773746,0.628347350432823,15992,-5038,7111,-24806,10954,-17695,28649,9329,-2871,4453,-15315,6458,-10862,17320,2327,-701,1797,-6079,1626,-4282,5908,9254,-2874,4449,-15365,6380,-10916,17296,32829,-20755,27345,-54997,12074,-27652,39726,19732,-11719,17435,-33978,8013,-16543,24556,5040,-2829,7150,-13379,2211,-6229,8440,19353,-11769,17326,-34052,7584,-16726,24310,38319
"237","North Carolina 3rd","NC-03","North Carolina",60.5460175185949,36.8682086521277,40.9586476863826,59.0413523136174,42.8076923076923,57.1923076923077,-13.3,-11,-10.9,13.3,11,10.9,198864,121094,13.3,0.616341965316586,0.619615252784495,0.622877701004748,0.62612905171559,0.629369050535197,0.648556913706206,0.645390142795537,0.642210578777417,0.639018451430345,0.635813994776744,0.622866604271323,0.64219801629725,15348,176,-306,-29302,15524,-29608,45132,8783,99,-195,-18385,8882,-18580,27462,2151,24,-80,-7421,2175,-7501,9676,8732,99,-195,-18428,8831,-18623,27454,27495,-11163,18076,-56729,16332,-38653,54985,16188,-6199,11751,-35558,9989,-23807,33796,4057,-1471,4910,-14226,2586,-9316,11902,15920,-6233,11654,-35624,9687,-23970,33657,77770
"238","North Carolina 4th","NC-04","North Carolina",28.2118036617677,68.241086167652,65.3595496341552,34.6404503658448,66.4369126397153,33.5630873602847,19.6,13.4,12.7,-19.6,-13.4,-12.7,116383,281517,-19.6,0.7011405716507,0.686775772742443,0.672043479949054,0.65696436995915,0.641561725141001,0.543953680662736,0.560678520975532,0.577266673840461,0.593682387097582,0.609891426675452,0.67169718388847,0.577094537850352,-2682,-33687,22167,1934,-36369,24101,-60470,-1670,-20383,12966,1123,-22053,14089,-36142,-445,-5296,4898,419,-5741,5317,-11058,-1642,-20252,13003,1128,-21894,14131,-36025,22142,-56860,34994,-17204,-34718,17790,-52508,14285,-33953,20744,-10058,-19668,10686,-30354,3901,-8705,7942,-3733,-4804,4209,-9013,13855,-33902,20720,-10071,-20047,10649,-30696,-165134
"239","North Carolina 5th","NC-05","North Carolina",57.3560916477433,39.7647637162976,42.8104431704112,57.1895568295888,45.1626856915994,54.8373143084006,-10.2,-9.2,-8.5,10.2,9.2,8.5,205348,142367,10.2,0.624743616044385,0.626192436112153,0.627638996440192,0.629083274710156,0.630525248761209,0.639127483592279,0.637699791270967,0.636269665135652,0.634837126378982,0.63340219635761,0.627636714413619,0.636267252547098,15887,-1710,2709,-27674,14177,-24965,39142,9168,-965,1714,-17245,8203,-15531,23734,2263,-233,699,-6911,2030,-6212,8242,9106,-967,1711,-17292,8139,-15581,23720,29976,-14862,21971,-56414,15114,-34443,49557,17807,-8313,14165,-35143,9494,-20978,30472,4499,-1987,5871,-13964,2512,-8093,10605,17493,-8354,14061,-35214,9139,-21153,30292,62981
"240","North Carolina 6th","NC-06","North Carolina",56.119636731475,41.4445469314733,43.5626189691912,56.4373810308088,45.6988113467634,54.3011886532366,-8.6,-8.4,-8,8.6,8.4,8,201387,148725,8.6,0.629051093377775,0.62956912097494,0.630086850558024,0.6306042811087,0.631121411611291,0.634217837074704,0.633702528040615,0.633186912920393,0.632670992713679,0.632154768422804,0.630086551526146,0.633186607834439,15465,-2793,4236,-25792,12672,-21556,34228,8962,-1582,2670,-16014,7380,-13344,20724,2222,-384,1084,-6393,1838,-5309,7147,8897,-1584,2666,-16061,7313,-13395,20708,30082,-16437,23273,-54195,13645,-30922,44567,17952,-9228,14940,-33653,8724,-18713,27437,4555,-2215,6166,-13325,2340,-7159,9499,17625,-9271,14836,-33723,8354,-18887,27241,52662
"241","North Carolina 7th","NC-07","North Carolina",57.5986007577366,39.9010360204298,43.6226557289782,56.3773442710218,45.0205318158047,54.9794681841953,-10.2,-8.3,-8.7,10.2,8.3,8.7,206150,142809,10.2,0.624743616044385,0.626192436112153,0.627638996440192,0.629083274710156,0.630525248761209,0.639127483592279,0.637699791270967,0.636269665135652,0.634837126378982,0.63340219635761,0.627636714413619,0.636267252547098,15937,-1715,2719,-27782,14222,-25063,39285,9196,-968,1721,-17312,8228,-15591,23819,2270,-234,702,-6938,2036,-6236,8272,9134,-970,1718,-17360,8164,-15642,23806,30069,-14908,22056,-56634,15161,-34578,49739,17863,-8339,14220,-35281,9524,-21061,30585,4513,-1993,5894,-14019,2520,-8125,10645,17547,-8380,14116,-35352,9167,-21236,30403,63341
